Tanggal,Tweet,Sentimen,Aspek_Bisnis
2026-05-16,mantap fitur nya juga cukup banyak. bintang 5 cocok deh kayaknya,Positif,Fitur Produk / Transaksi
2026-05-16,bagus aplikasinya,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,aplikasi aman dan terpercaya dan aplikasi nya bagus lagi,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,mantap aplikasi pengadain Aman proses cepet tidak lama,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,aplikasi bagus buat dana cepat,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,bagus dan keren,Positif,Fitur Produk / Transaksi
2026-05-16,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-16,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-16,aplikasi the best favorit,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,aplikasih nya bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,mantap,Positif,Fitur Produk / Transaksi
2026-05-16,saya nabung emas ga naik naik,Negatif,Harga Emas & Gadai
2026-05-16,sering eror,Positif,Fitur Produk / Transaksi
2026-05-16,mantap,Positif,Fitur Produk / Transaksi
2026-05-16,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-16,mantap,Positif,Fitur Produk / Transaksi
2026-05-16,aplikasi nya bagus. fiturnya juga sangat membantu kita,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,good aplikasi,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,bagus,Positif,Fitur Produk / Transaksi
2026-05-16,Sungguh menyenangkan bisa melakukan investasi disini!,Positif,Fitur Produk / Transaksi
2026-05-16,woo mantap bisa ketemu apk tring by penggadaian. yg fitur nya bisa buat mencari kebutuhan hidup. semoga kedepan nya semkin Jaya.,Positif,Harga Emas & Gadai
2026-05-16,bagusss,Positif,Fitur Produk / Transaksi
2026-05-16,aplikasinya bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,aplikasinya bagus buat jangka panjang buat investasi bagus dan berkualitas.,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,Sangat membantu untuk menabung emas di pegadaian,Positif,Harga Emas & Gadai
2026-05-16,Sangat bagus aplikasi nya dan mudah untuk di ajukan,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,bagus😎😎👍,Positif,Fitur Produk / Transaksi
2026-05-16,Kaka tolong Tamba gopay,Positif,Fitur Produk / Transaksi
2026-05-16,lumayan,Positif,Fitur Produk / Transaksi
2026-05-16,nice,Positif,Fitur Produk / Transaksi
2026-05-16,sangat baik,Positif,Fitur Produk / Transaksi
2026-05-16,akses yang mudah,Positif,Fitur Produk / Transaksi
2026-05-16,"spreadnya mau ngerampok apa gmn pegadaian?,,bumn tp sperti pinjol,,kpan untungnya klo klo keuntungan d makan spread yg gk ngotax",Positif,Harga Emas & Gadai
2026-05-16,mantao baguss,Positif,Fitur Produk / Transaksi
2026-05-16,bagus juga ni aplikasi dan dapat dipercaya juga,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,bagus,Positif,Fitur Produk / Transaksi
2026-05-16,aplikasi sangat membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,good,Positif,Fitur Produk / Transaksi
2026-05-16,mantap,Positif,Fitur Produk / Transaksi
2026-05-16,bagus!!!,Positif,Fitur Produk / Transaksi
2026-05-16,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-16,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-16,sangat membantu saat transaksi emas,Positif,Harga Emas & Gadai
2026-05-16,"Mohon bisa diperbaiki untuk aplikasinya, saat pengajuan pengambilan emas sejak februari sampai hari ini masih ""sedang diproses"", hari ini langsung ke kantor pegedaian dan bisa ambil tapi kena denda, karena penyimpanan terlalu lama.katanya, padahal dari aplikasinya masih statusnya dalam proses, kalau kaya gini yang dirugikan penggunanya. mohon bisa diperbaiki agar kedepan tidak terjadi lagi. Maaf bintang 1 dulu karena emang masih jelek!!! semoga yang balas ulasan ini bukan roBOT!!!",Negatif,Aplikasi Digital (Bug/UI)
2026-05-16,mantap sekali,Positif,Fitur Produk / Transaksi
2026-05-16,mudah digunakan dan cepat dipahami,Positif,Fitur Produk / Transaksi
2026-05-16,pengalaman jelajah apk yang mungkin dapat memudahkan soalan...,Positif,Fitur Produk / Transaksi
2026-05-16,apk nya sangat bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-16,sangat baik,Positif,Fitur Produk / Transaksi
2026-05-16,aplikasi yang muantap,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,bagus,Positif,Fitur Produk / Transaksi
2026-05-16,"Aku mau ngasih ulasan aja, jadi apl ini membatu saya untuk menyimpan emas. Pokoknya bangus deh apl ini the Best!",Positif,Harga Emas & Gadai
2026-05-16,bagusss,Positif,Fitur Produk / Transaksi
2026-05-16,sangat rekomendasi 👍👍,Positif,Fitur Produk / Transaksi
2026-05-16,Aplikasi bagus. Tabungan emas bisa cair saat itu juga masuk ke rekening.,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,good,Positif,Fitur Produk / Transaksi
2026-05-16,aplikasi ini sangatlah bgus,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,bagos,Positif,Fitur Produk / Transaksi
2026-05-16,"mantap sekali, prosesnya begitu cepat",Positif,Fitur Produk / Transaksi
2026-05-16,aplikasi yang sangat berguna,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,"tolong perbaiki dong, susah login gara gara OTP nya gak masuk sama sekali",Negatif,Aplikasi Digital (Bug/UI)
2026-05-16,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-16,sering eror,Positif,Fitur Produk / Transaksi
2026-05-16,keren,Positif,Fitur Produk / Transaksi
2026-05-16,bagus,Positif,Fitur Produk / Transaksi
2026-05-16,oke,Positif,Fitur Produk / Transaksi
2026-05-16,sangat baik derr,Positif,Fitur Produk / Transaksi
2026-05-16,good,Positif,Fitur Produk / Transaksi
2026-05-16,sangan menapjubkan,Positif,Fitur Produk / Transaksi
2026-05-15,sangat bagus untuk penggadaian,Positif,Harga Emas & Gadai
2026-05-15,apl good mempermudah customer,Positif,Fitur Produk / Transaksi
2026-05-15,aplikasi ini membuat saya mudah dalam melakukan pengadaian,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,Mantap aplikasinya enak dipakai,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,aplikasinya sangat bgs,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,saya beri 1 saja karena Tring saya tdk bisa terbuka alasan tidak bisa diakses .. terdeteksi adanya sistem pengembangan... bingung ..👃,Negatif,Aplikasi Digital (Bug/UI)
2026-05-15,aplikasi nya bgus,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-15,proses membuat akun tidak ribet,Positif,Fitur Produk / Transaksi
2026-05-15,aplikasi bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,aplikasi ini bagus banget mudah untuk di pahami,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,oke,Positif,Fitur Produk / Transaksi
2026-05-15,"pencairan ribet ga bisa pake rekening atas nama orang lain, jadi harus bikin akun bank lagi, ga fleksibel",Negatif,Fitur Produk / Transaksi
2026-05-15,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-15,sangat bagu,Positif,Fitur Produk / Transaksi
2026-05-15,mau bayar gadai lewat aplikasi gabisa ni gimana yaaak. terjadi kesalahan terus,Negatif,Aplikasi Digital (Bug/UI)
2026-05-15,"aplikasi taik. gadai tabungan emas kirain di transfer udah 2hari nungguin ternyata harus ke cabang, gilaaa ribet bgt.. Bintang 1 dah uang belum nerima tapi harus bayar tagihan",Negatif,Aplikasi Digital (Bug/UI)
2026-05-15,👍,Positif,Fitur Produk / Transaksi
2026-05-15,bagus dan cepat,Positif,Fitur Produk / Transaksi
2026-05-15,mantap,Positif,Fitur Produk / Transaksi
2026-05-15,good,Positif,Fitur Produk / Transaksi
2026-05-15,boleh di cobah aplikasi ini namun hati² data anda nanti jika persebar,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,"sangat, bermanfaat",Positif,Fitur Produk / Transaksi
2026-05-15,good,Positif,Fitur Produk / Transaksi
2026-05-15,APLIKASI payah ribet ga ada BCA ini uang gua ketika mau di ambil susah ga recomended payah,Negatif,Aplikasi Digital (Bug/UI)
2026-05-15,bagus bnget,Positif,Fitur Produk / Transaksi
2026-05-15,bagus mantap,Positif,Fitur Produk / Transaksi
2026-05-15,bagus,Positif,Fitur Produk / Transaksi
2026-05-15,NILAI PERSENTASE ASET TIDAK AKURAT ... 🤣,Negatif,Fitur Produk / Transaksi
2026-05-15,good,Positif,Fitur Produk / Transaksi
2026-05-15,bagus,Positif,Fitur Produk / Transaksi
2026-05-15,"mau bayar via aplikasi tidak bisa. sudah berlangsung 3 harian tetap ga bisa bayar. jadinya lewat jatuh tempo, mau bayar ke pegadaian, sedang libur cuti bersama. nyusahin",Negatif,Aplikasi Digital (Bug/UI)
2026-05-15,keren,Positif,Fitur Produk / Transaksi
2026-05-15,lama2 duit gua abis di apk ini..nyesel bgt top up. belum seminggu duit udh berkurang 7%. jangan instal,Negatif,Fitur Produk / Transaksi
2026-05-15,Menyusahkan pengguna untuk bertransaksi. Karena utk login kita harus ingat user ID. Sedangkan diaplikasi lain kita cukup hanya mengingat passwordnya saja.,Negatif,Aplikasi Digital (Bug/UI)
2026-05-15,bagus aplikasinya,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,bagus vaanget,Positif,Fitur Produk / Transaksi
2026-05-15,aplikasi ini bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,"tempat buat cicil emas terbaik, insyaallah aman",Positif,Harga Emas & Gadai
2026-05-15,aplikasi bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,sangat di rekomendasi kan,Positif,Fitur Produk / Transaksi
2026-05-15,aplikasinya bagus dan keren banget meskipun ada iklannya,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,"kenapa g Isa dibuka ya, mohon bantuannya untuk segera diperbaiki",Positif,Aplikasi Digital (Bug/UI)
2026-05-15,mantap banget aplikasi nya,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,aplikasi nya bagus dan tidak ribet,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,Biaya layanan 2500-3000,Positif,Biaya & Administrasi
2026-05-15,burik,Positif,Fitur Produk / Transaksi
2026-05-15,apk bagus mudah untuk di proses,Positif,Fitur Produk / Transaksi
2026-05-15,aplikasi bagus dan teratur sangat keren untuk pemula,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,sangat memuaskan,Positif,Fitur Produk / Transaksi
2026-05-15,mantap,Positif,Fitur Produk / Transaksi
2026-05-15,sangat memuaskan,Positif,Fitur Produk / Transaksi
2026-05-15,bagus keren,Positif,Fitur Produk / Transaksi
2026-05-15,keren si ini apps nya👍,Positif,Fitur Produk / Transaksi
2026-05-15,Bagus,Positif,Fitur Produk / Transaksi
2026-05-15,bagus,Positif,Fitur Produk / Transaksi
2026-05-15,Apknya sangat membantu,Positif,Customer Service / Pelayanan
2026-05-15,baru mencoba,Positif,Fitur Produk / Transaksi
2026-05-15,bagus,Positif,Fitur Produk / Transaksi
2026-05-15,bagus banget terjamin,Positif,Fitur Produk / Transaksi
2026-05-15,suka banget sama aplikasinya,Positif,Aplikasi Digital (Bug/UI)
2026-05-15,ok,Positif,Fitur Produk / Transaksi
2026-05-15,"aplikasi kocak ,dari kemarin internal server errorr",Negatif,Aplikasi Digital (Bug/UI)
2026-05-15,bagus,Positif,Fitur Produk / Transaksi
2026-05-15,bagus banget,Positif,Fitur Produk / Transaksi
2026-05-15,mantap sekali,Positif,Fitur Produk / Transaksi
2026-05-15,"apknya sangat bagus,bisa menabung emas dan bisa jual beli emas.yuk cobain",Positif,Harga Emas & Gadai
2026-05-15,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-15,sangat bagus©%,Positif,Fitur Produk / Transaksi
2026-05-15,bagus dan mudah kerjanya,Positif,Fitur Produk / Transaksi
2026-05-14,ok,Positif,Fitur Produk / Transaksi
2026-05-14,oke...,Positif,Fitur Produk / Transaksi
2026-05-14,ok,Positif,Fitur Produk / Transaksi
2026-05-14,bermanfaat,Positif,Fitur Produk / Transaksi
2026-05-14,ok,Positif,Fitur Produk / Transaksi
2026-05-14,"Aplikasinya sangat membantu dan mudah digunakan. Tampilan simpel, proses cepat, dan fiturnya cukup lengkap untuk kebutuhan sehari-hari. Sejauh ini pengalaman pakainya nyaman dan lancar.",Positif,Aplikasi Digital (Bug/UI)
2026-05-14,bagus,Positif,Fitur Produk / Transaksi
2026-05-14,sangan cocok untuk penggadaian emas pemula nih kukasih bintang 5,Positif,Harga Emas & Gadai
2026-05-14,aplikasi ini sangat membantu saya dalam menyelesaikan masalah sukses selalu ya buat aplikasi ini,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,Ribet mau daftar/verifikasi,Positif,Fitur Produk / Transaksi
2026-05-14,mantap,Positif,Fitur Produk / Transaksi
2026-05-14,apk nya bagus,Positif,Fitur Produk / Transaksi
2026-05-14,"Sangat bagus, dan responsif",Positif,Customer Service / Pelayanan
2026-05-14,good,Positif,Fitur Produk / Transaksi
2026-05-14,ok kak,Positif,Fitur Produk / Transaksi
2026-05-14,mantapp apknya,Positif,Fitur Produk / Transaksi
2026-05-14,Sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-14,baru coba,Positif,Fitur Produk / Transaksi
2026-05-14,aplikasi nya bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,mantap,Positif,Fitur Produk / Transaksi
2026-05-14,gak bisa nambah rekening karena ada nya Cuma Rekening BSI sementara di aplikasi gak ada BSI,Negatif,Aplikasi Digital (Bug/UI)
2026-05-14,apa bagus hebat,Positif,Fitur Produk / Transaksi
2026-05-14,apk sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-14,mantap banget,Positif,Fitur Produk / Transaksi
2026-05-14,lebih fleksibel dan banyak fitur nya,Positif,Fitur Produk / Transaksi
2026-05-14,mudah dan amanah,Positif,Fitur Produk / Transaksi
2026-05-14,rekomend buat investasi emas,Positif,Harga Emas & Gadai
2026-05-14,keren,Positif,Fitur Produk / Transaksi
2026-05-14,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-14,Sangat membantu yang lagi membutuhkan,Positif,Customer Service / Pelayanan
2026-05-14,mantap,Positif,Fitur Produk / Transaksi
2026-05-14,bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-14,bagus,Positif,Fitur Produk / Transaksi
2026-05-14,aplikasi yang cocok untuk di coba,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,bagus banget intinya saya suka,Positif,Fitur Produk / Transaksi
2026-05-14,good,Positif,Fitur Produk / Transaksi
2026-05-14,kere dan baik,Positif,Fitur Produk / Transaksi
2026-05-14,bagus saya suka aplikasinya mudah di gunakan,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,lagi .coba,Positif,Fitur Produk / Transaksi
2026-05-14,"bagus bangettt, dimudahin caranya",Positif,Fitur Produk / Transaksi
2026-05-14,ok,Positif,Fitur Produk / Transaksi
2026-05-14,aplikasinya menarik banget buat yang mau gadaikan,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,ok,Positif,Fitur Produk / Transaksi
2026-05-14,bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-14,baguss,Positif,Fitur Produk / Transaksi
2026-05-14,mantap,Positif,Fitur Produk / Transaksi
2026-05-14,lumayan dapet koin,Positif,Fitur Produk / Transaksi
2026-05-14,👍,Positif,Fitur Produk / Transaksi
2026-05-14,nice,Positif,Fitur Produk / Transaksi
2026-05-14,"jangan mau nabung emas disini kalian bakal rugi, ak nabung malah tekor 700ribu ini sih namanya, penipuan berkedok investasi emas memalukan!!!",Negatif,Harga Emas & Gadai
2026-05-14,aplikasi ny sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,aplikasi nya sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,oce,Positif,Fitur Produk / Transaksi
2026-05-14,saya mendaftarkan nomor rekening bank sudah berhasil tiba tiba logout dan akhirnya tidak bisa didaftarkan lagi karena sudah terdaftar. ini konsepnya gimana coba,Negatif,Fitur Produk / Transaksi
2026-05-14,lumayan bagus tapi sulit di pahami,Positif,Fitur Produk / Transaksi
2026-05-14,coba dulu siapa tau bermanfaat,Positif,Fitur Produk / Transaksi
2026-05-14,aplikasi mantap,Positif,Aplikasi Digital (Bug/UI)
2026-05-14,wow,Positif,Fitur Produk / Transaksi
2026-05-14,bgus,Positif,Fitur Produk / Transaksi
2026-05-14,bagus mntep,Positif,Fitur Produk / Transaksi
2026-05-13,Aplikasi bagus mantap gampang di gunakan,Positif,Aplikasi Digital (Bug/UI)
2026-05-13,Aplikasinya Bagus banget,Positif,Aplikasi Digital (Bug/UI)
2026-05-13,paling recomended,Positif,Fitur Produk / Transaksi
2026-05-13,good joob,Positif,Fitur Produk / Transaksi
2026-05-13,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-13,aplikasinya baguss bangett,Positif,Aplikasi Digital (Bug/UI)
2026-05-13,bagus,Positif,Fitur Produk / Transaksi
2026-05-13,aplıkasınya mudah dı mengertı,Positif,Fitur Produk / Transaksi
2026-05-13,bagus gampang dimengerti,Positif,Fitur Produk / Transaksi
2026-05-13,"aplikasinya sangat bagus dan mudah untuk digunakan, apalagi khusus pemula",Positif,Aplikasi Digital (Bug/UI)
2026-05-13,baik,Positif,Fitur Produk / Transaksi
2026-05-13,lumayan,Positif,Fitur Produk / Transaksi
2026-05-13,"sangat membantu, tapi saya bingung bank penjualan nya kenapa punya saya gada bca, sedangkan punya rekan saya ada pilihan bank bca.",Positif,Harga Emas & Gadai
2026-05-13,apk bagus realll,Positif,Fitur Produk / Transaksi
2026-05-13,Bagus sekali lagi saya tekankan bahwa mereka tidak akan pernah berbohong,Positif,Fitur Produk / Transaksi
2026-05-13,ok,Positif,Fitur Produk / Transaksi
2026-05-13,mantap,Positif,Fitur Produk / Transaksi
2026-05-13,aplikasi bagus ni proses yang berlaku pada saudara mau pun teman,Positif,Aplikasi Digital (Bug/UI)
2026-05-13,mantap,Positif,Fitur Produk / Transaksi
2026-05-13,aplikasinya bagus sekali,Positif,Aplikasi Digital (Bug/UI)
2026-05-13,aplikasi nya berguna bagi bangett,Positif,Aplikasi Digital (Bug/UI)
2026-05-13,apak yamantap,Positif,Fitur Produk / Transaksi
2026-05-13,mantapp,Positif,Fitur Produk / Transaksi
2026-05-13,wah aplikasi nya keren,Positif,Aplikasi Digital (Bug/UI)
2026-05-13,Bgus bangett,Positif,Fitur Produk / Transaksi
2026-05-13,"tring pegadain sangat membantu , proses nya cepat, mudah digunakan dan fiturnya lengkap, sangat memudahkan transaksi tanpa ribet.",Positif,Harga Emas & Gadai
2026-05-13,Bagus sekali lagi saya salah satu dari mereka,Positif,Fitur Produk / Transaksi
2026-05-13,sangat bagus mudah digunakan,Positif,Fitur Produk / Transaksi
2026-05-13,pea harga beli naik tapi buyback turun kagak jelas,Positif,Harga Emas & Gadai
2026-05-13,ok bagus,Positif,Fitur Produk / Transaksi
2026-05-13,semoga bermanfaat 👍,Positif,Fitur Produk / Transaksi
2026-05-13,Good Apps,Positif,Fitur Produk / Transaksi
2026-05-13,bgus bangettt apk ni,Positif,Fitur Produk / Transaksi
2026-05-13,"sedikit info yg saya tau, buat teman"" semua yg terkait kendala di pembayaran. untuk pembayaran gadai, mau itu perpanjangan, cicil or tebus sekalipun. jika sudah masuk jatuh tempo. itu tidak akan bisa di bayarkan melalui aplikasi tring, karna pembayaran hanya dapat di bayarkan H-1 sebelum jatuh tempo. kemudian untuk angsuran. hanya bisa di bayarkan 1 kali angsuran saja, tidak bisa double angsuran, terkecuali ke outlet pegadaian terdekat. SEKIAN TERIMAKASIH 🙏",Positif,Aplikasi Digital (Bug/UI)
2026-05-13,good,Positif,Fitur Produk / Transaksi
2026-05-13,keren mantap apk nya buat investasi,Positif,Fitur Produk / Transaksi
